Name{string},Alternate Spelling{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},Point_Features{point},Reference{string},Comments{string},_the_sort{serial}
"Peuet Sague",,"Sumatra","Complex volcano","4.91","96.33","2801","POINT(96.33 4.91)",,,"985"
"Pico",,"Azores","Stratovolcano","38.47","-28.4","2351","POINT(-28.4 38.47)",,,"986"
"Picos Volc System",,"Azores","Pyroclastic cones","37.78","-25.67","350","POINT(-25.67 37.78)",,,"987"
"Piip",,"Kamchatka-E of","Submarine volcano","55.42","167.33","-300","POINT(167.33 55.42)",,,"988"
"Pilas, Las",,"Nicaragua","Complex volcano","12.5","-86.69","1088","POINT(-86.69 12.5)",,,"989"
"Pinacate",,"México","Cinder cones","31.77","-113.5","1200","POINT(-113.5 31.77)",,,"990"
"Pinatubo",,"Luzon-Philippines","Stratovolcano","15.13","120.35","1486","POINT(120.35 15.13)",,,"991"
"Pinta",,"Galápagos","Shield volcano","0.58","-90.75","780","POINT(-90.75 0.58)",,,"992"
"Piratkovsky",,"Kamchatka","Stratovolcano","52.11","157.85","1322","POINT(157.85 52.11)",,,"993"
"Pisgah Lava Field",,"US-California","Lava Field","34.75","-115.38","774","POINT(-115.38 34.75)",,,"994"
"Planchón-Peteroa",,"Chile-C","Stratovolcanoes","-35.24","-70.57","4107","POINT(-70.57 -35.24)",,,"995"
"Plat Pays, Morne",,"W Indies","Stratovolcano","15.26","-61.34","940","POINT(-61.34 15.26)",,,"996"
"Platanar",,"Costa Rica","Stratovolcanoes","10.3","-84.37","2267","POINT(-84.37 10.3)",,,"997"
"Pleiades, The",,"Antarctica","Stratovolcano","-72.67","165.5","3040","POINT(165.5 -72.67)",,,"998"
"Plosky",,"Kamchatka","Shield volcano","57.83","160.25","1255","POINT(160.25 57.83)","https://en.wikipedia.org/wiki/Plosky ",,"999"
"Poás",,"Costa Rica","Stratovolcano","10.2","-84.23","2708","POINT(-84.23 10.2)",,,"1000"
"Pocdol Mountains",,"Luzon-Philippines","Compound volcano","13.05","123.96","1102","POINT(123.96 13.05)",,,"1001"
"Poco Leok",,"Lesser Sunda Is","Stratovolcano","-8.68","120.48","1675","POINT(120.48 -8.68)",,,"1002"
"Pogranychny",,"Kamchatka","Shield volcanoes","56.85","159.8","1427","POINT(159.8 56.85)",,,"1003"
"Popa",,"SE Asia","Stratovolcano","20.92","95.25","1518","POINT(95.25 20.92)",,,"1004"
"Popocatépetl",,"México","Stratovolcanoes","19.02","-98.62","5426","POINT(-98.62 19.02)",,,"1005"
"Porak",,"Armenia","Stratovolcano","40.02","45.78","2800","POINT(45.78 40.02)",,,"1006"
"Possession, Ile de la",,"Indian O.-S","Stratovolcano","-46.42","51.75","934","POINT(51.75 -46.42)",,,"1007"
"Prestahnukur",,"Iceland-SW","Subglacial volcano","64.6","-20.58","1390","POINT(-20.58 64.6)",,,"1008"
"Prevo Peak",,"Kuril Is","Stratovolcano","47.02","152.12","1360","POINT(152.12 47.02)",,,"1009"
"Prieto, Cerro",,"México","Lava dome","32.42","-115.31","223","POINT(-115.31 32.42)",,,"1010"
"Prince Edward Island",,"Indian O.","Shield volcano","-46.63","37.95","672","POINT(37.95 -46.63)",,,"1011"
"Protector Shoal",,"Antarctica","Submarine volcano","-55.92","-28.08","-27","POINT(-28.08 -55.92)",,,"1012"
"Puesto Cortaderas",,"Argentina","Pyroclastic cone","-37.57","-69.62","970","POINT(-69.62 -37.57)",,,"1013"
"Pular",,"Chile-N","Stratovolcanoes","-24.19","-68.05","6233","POINT(-68.05 -24.19)",,,"1014"
"Pulosari",,"Java","Stratovolcano","-6.34","105.98","1346","POINT(105.98 -6.34)",,,"1015"
"Pululagua",,"Ecuador","Caldera","0.04","-78.46","3356","POINT(-78.46 0.04)",,,"1016"
"Puntiagudo-Cordón Cenizos",,"Chile-C","Stratovolcano","-40.97","-72.26","2493","POINT(-72.26 -40.97)",,,"1017"
"Puracé",,"Colombia","Stratovolcanoes","2.32","-76.4","4650","POINT(-76.4 2.32)",,,"1018"
"Purico Complex",,"Chile-N","Pyroclastic shield","-23","-67.75","5703","POINT(-67.75 -23)",,,"1019"
"Putana",,"Chile-N","Stratovolcano","-22.55","-67.85","5890","POINT(-67.85 -22.55)",,,"1020"
"Puyehue-Cordón Caulle",,"Chile-C","Stratovolcano","-40.59","-72.12","2236","POINT(-72.12 -40.59)",,,"1021"
"Puyuhuapi",,"Chile-S","Cinder cones","-44.3","-72.53","524","POINT(-72.53 -44.3)",,,"1022"
"Qualibou",,"W Indies","Caldera","13.83","-61.05","777","POINT(-61.05 13.83)",,,"1023"
"Quetrupillan",,"Chile-C","Stratovolcano","-39.5","-71.7","2360","POINT(-71.7 -39.5)",,,"1024"
"Quezaltepeque",,"Guatemala","Volcanic field","14.57","-89.45","1200","POINT(-89.45 14.57)",,,"1025"
"Quill, The",,"W Indies","Stratovolcano","17.48","-62.96","601","POINT(-62.96 17.48)",,,"1026"
"Quilotoa",,"Ecuador","Caldera","-0.85","-78.9","3914","POINT(-78.9 -0.85)",,,"1027"
"Quimsachata",,"Perú","Lava dome","-14.2","-71.33","3923","POINT(-71.33 -14.2)",,,"1028"
"Rabaul",,"New Britain-SW Pac","Pyroclastic shield","-4.27","152.2","688","POINT(152.2 -4.27)",,,"1029"
"Ragang",,"Mindanao-Philippines","Stratovolcano","7.7","124.5","2815","POINT(124.5 7.7)",,,"1030"
"Rahah, Harrat ar",,"Arabia-W","Volcanic field","27.8","36.17","1950","POINT(36.17 27.8)",,,"1031"
"Rahat, Harrat",,"Arabia-W","Volcanic field","23.08","39.78","1744","POINT(39.78 23.08)",,,"1032"
"Raikoke",,"Kuril Is","Stratovolcano","48.29","153.25","551","POINT(153.25 48.29)",,,"1033"
"Rainier",,"US-Washington","Stratovolcano","46.85","-121.76","4392","POINT(-121.76 46.85)",,,"1034"
"Rajabasa",,"Sumatra","Stratovolcano","-5.78","105.63","1281","POINT(105.63 -5.78)",,,"1035"
"Ranakah",,"Lesser Sunda Is","Lava domes","-8.62","120.52","2350","POINT(120.52 -8.62)",,,"1036"
"Ranau",,"Sumatra","Caldera","-4.83","103.92","1881","POINT(103.92 -4.83)",,,"1037"
"Raoul Island",,"Kermadec Is","Stratovolcano","-29.27","-177.92","516","POINT(-177.92 -29.27)",,,"1038"
"Rasshua",,"Kuril Is","Stratovolcano","47.77","153.02","956","POINT(153.02 47.77)",,,"1039"
"Raung",,"Java","Stratovolcano","-8.125","114.041667","3332","POINT(114.041667 -8.125)","https://en.wikipedia.org/wiki/Raung",,"1040"
"Rausu",,"Hokkaido-Japan","Stratovolcano","44.07","145.13","1660","POINT(145.13 44.07)",,,"1041"
"Recheschnoi",,"Aleutian Is","Stratovolcano","53.16","-168.54","1984","POINT(-168.54 53.16)",,,"1042"
"Reclus",,"Chile-S","Cinder cone","-50.96","-73.59","1000","POINT(-73.59 -50.96)",,,"1043"
"Redoubt",,"Alaska-SW","Stratovolcano","60.49","-152.74","3108","POINT(-152.74 60.49)",,,"1044"
"Reporoa",,"New Zealand","Caldera","-38.42","176.33","592","POINT(176.33 -38.42)",,,"1045"
"Resago",,"Chile-C","Cinder cone","-36.45","-70.92","1890","POINT(-70.92 -36.45)",,,"1046"
"Reventador",,"Ecuador","Stratovolcano","-0.08","-77.66","3562","POINT(-77.66 -0.08)",,,"1047"
"Reykjanes",,"Iceland-SW","Crater rows","63.88","-22.5","230","POINT(-22.5 63.88)",,,"1048"
"Reykjaneshryggur",,"Iceland-SW","Submarine volcanoes","63.67","-23.33","80","POINT(-23.33 63.67)",,,"1049"
"Rincón de la Vieja",,"Costa Rica","Complex volcano","10.83","-85.32","1916","POINT(-85.32 10.83)",,,"1050"
"Rinjani",,"Lesser Sunda Is","Stratovolcano","-8.42","116.47","3726","POINT(116.47 -8.42)",,,"1051"
"Risco Plateado",,"Argentina","Stratovolcano","-34.93","-70","4999","POINT(-70 -34.93)",,,"1052"
"Rishiri",,"Hokkaido-Japan","Stratovolcano","45.18","141.25","1721","POINT(141.25 45.18)",,,"1053"
"Ritter Island",,"New Guinea-NE of","Stratovolcano","-5.52","148.12","140","POINT(148.12 -5.52)",,,"1054"
"Robinson Crusoe",,"Chile-Is","Shield volcanoes","-33.66","-78.85","922","POINT(-78.85 -33.66)",,,"1055"
"Robledo",,"Argentina","Caldera","-26.77","-67.72","4400","POINT(-67.72 -26.77)",,,"1056"
"Rocard",,"Society Is-C Pacific","Submarine volcano","-17.64","-148.6","-2100","POINT(-148.6 -17.64)",,,"1057"
"Romanovka",,"Kamchatka","Stratovolcano","55.65","158.8","1442","POINT(158.8 55.65)",,,"1058"
"Romeral",,"Colombia","Stratovolcano","5.21","-75.36","3858","POINT(-75.36 5.21)",,,"1059"
"Rota",,"Nicaragua","Stratovolcano","12.55","-86.75","832","POINT(-86.75 12.55)",,,"1060"
"Roundtop",,"Aleutian Is","Stratovolcano","54.8","-163.59","1871","POINT(-163.59 54.8)",,,"1061"
"Royal Society Range",,"Antarctica","Cinder cones","-78.25","163.33","3000","POINT(163.33 -78.25)",,,"1062"
"Ruang",,"Sangihe Is-Indonesia","Stratovolcano","2.3","125.37","725","POINT(125.37 2.3)",,,"1063"
"Ruapehu",,"New Zealand","Stratovolcano","-39.28","175.57","2797","POINT(175.57 -39.28)",,,"1064"
"Ruby",,"Mariana Is-C Pacific","Submarine volcano","15.62","145.57","-230","POINT(145.57 15.62)",,,"1065"
"Rudakov",,"Kuril Is","Stratovolcano","45.88","149.83","542","POINT(149.83 45.88)",,,"1066"
"Ruiz, Nevado del",,"Colombia","Stratovolcano","4.9","-75.32","5321","POINT(-75.32 4.9)",,,"1067"
"Rumble II West",,"New Zealand","Submarine volcano","-35.35","178.53","1200","POINT(178.53 -35.35)",,,"1068"
"Rumble III",,"New Zealand","Submarine volcano","-35.75","178.48","-220","POINT(178.48 -35.75)",,,"1069"
"Rumble IV",,"New Zealand","Submarine volcano","-36.13","178.05","500","POINT(178.05 -36.13)",,,"1070"
"Rumble V",,"New Zealand","Submarine volcano","-36.14","178.2","400","POINT(178.2 -36.14)",,,"1071"
"Rungwe",,"Africa-E","Stratovolcano","-9.13","33.67","2961","POINT(33.67 -9.13)",,,"1072"
"Saba",,"W Indies","Stratovolcano","17.63","-63.23","887","POINT(-63.23 17.63)",,,"1073"
"Sabalan",,"Iran","Stratovolcano","38.25","47.92","4811","POINT(47.92 38.25)",,,"1074"
"Sabancaya",,"Perú","Stratovolcanoes","-15.78","-71.85","5967","POINT(-71.85 -15.78)",,,"1075"
"Sahand",,"Iran","Stratovolcano","37.75","46.43","3707","POINT(46.43 37.75)",,,"1076"
"Sairecabur",,"Chile-N","Stratovolcanoes","-22.72","-67.89","5971","POINT(-67.89 -22.72)",,,"1077"
"Sakar",,"New Guinea-NE of","Stratovolcano","-5.41","148.09","992","POINT(148.09 -5.41)",,,"1078"
"Sakura-jima",,"Kyushu-Japan","Stratovolcano","31.59","130.66","1117","POINT(130.66 31.59)",,,"1079"
"Salak",,"Java","Stratovolcano","-6.72","106.73","2211","POINT(106.73 -6.72)",,,"1080"
"San Borja Volc Field",,"México","Cinder cones","28.5","-113.75","1360","POINT(-113.75 28.5)",,,"1081"
"San Carlos",,"Africa-W","Shield volcano","3.35","8.52","2260","POINT(8.52 3.35)",,,"1082"
"San Cristóbal",,"Nicaragua","Stratovolcano","12.7","-87","1745","POINT(-87 12.7)",,,"1083"
"San Cristóbal",,"Galápagos","Shield volcano","-0.88","-89.5","759","POINT(-89.5 -0.88)",,,"1084"
"San Diego",,"El Salvador","Volcanic field","14.27","-89.48","781","POINT(-89.48 14.27)",,,"1085"
"San Félix",,"Chile-Is","Shield volcano","-26.28","-80.12","193","POINT(-80.12 -26.28)",,,"1086"
"San Joaquin",,"Africa-W","Shield volcano","3.35","8.63","2009","POINT(8.63 3.35)",,,"1087"
"San Jorge",,"Azores","Fissure vent","38.65","-28.08","1053","POINT(-28.08 38.65)",,,"1088"
"San José",,"Chile-C","Stratovolcano","-33.78","-69.9","5856","POINT(-69.9 -33.78)",,,"1089"
"San Luis, Isla",,"México","Tuff cone","29.97","-114.4","180","POINT(-114.4 29.97)",,,"1090"
"San Martín",,"México","Shield volcano","18.57","-95.2","1650","POINT(-95.2 18.57)",,,"1091"
"San Miguel",,"El Salvador","Stratovolcano","13.43","-88.27","2130","POINT(-88.27 13.43)",,,"1092"
"San Pablo Volc Field",,"Luzon-Philippines","Stratovolcano","14.12","121.3","1090","POINT(121.3 14.12)",,,"1093"
"San Pedro",,"Chile-N","Stratovolcanoes","-21.88","-68.4","6145","POINT(-68.4 -21.88)",,,"1094"
"San Pedro-Pellado",,"Chile-C","Stratovolcanoes","-35.99","-70.85","3621","POINT(-70.85 -35.99)",,,"1095"
"San Quintín Volc Field",,"México","Cinder cones","30.47","-116","260","POINT(-116 30.47)",,,"1096"
"San Salvador",,"El Salvador","Stratovolcano","13.73","-89.29","1893","POINT(-89.29 13.73)",,,"1097"
"San Vicente",,"El Salvador","Stratovolcano","13.6","-88.84","2182","POINT(-88.84 13.6)",,,"1098"
"Sanbe",,"Honshu-Japan","Stratovolcano","35.13","132.62","1126","POINT(132.62 35.13)",,,"1099"
"Sand Mountain Field",,"US-Oregon","Cinder cones","44.38","-121.93","1664","POINT(-121.93 44.38)",,,"1100"
"Sanford",,"Alaska-E","Shield volcano","62.22","-144.13","4949","POINT(-144.13 62.22)",,,"1101"
"Sangangüey",,"México","Stratovolcano","21.45","-104.73","2340","POINT(-104.73 21.45)",,,"1102"
"Sangay",,"Ecuador","Stratovolcano","-2","-78.34","5230","POINT(-78.34 -2)",,,"1103"
"Sangeang Api",,"Lesser Sunda Is","Complex volcano","-8.2","119.07","1949","POINT(119.07 -8.2)",,,"1104"
"Sano, Wai",,"Lesser Sunda Is","Caldera","-8.72","120.02","903","POINT(120.02 -8.72)",,,"1105"
"Santa Ana",,"El Salvador","Stratovolcano","13.85","-89.63","2381","POINT(-89.63 13.85)",,,"1106"
"Santa Clara",,"US-Utah","Volcanic field","37.26","-113.63","1465","POINT(-113.63 37.26)",,,"1107"
"Santa Cruz",,"Galápagos","Shield volcano","-0.62","-90.33","864","POINT(-90.33 -0.62)",,,"1108"
"Santa Isabel",,"Africa-W","Shield volcano","3.58","8.75","3007","POINT(8.75 3.58)",,,"1109"
"Santa Isabel",,"Colombia","Shield volcano","4.82","-75.37","4950","POINT(-75.37 4.82)",,,"1110"
"Santa María",,"Guatemala","Stratovolcano","14.76","-91.55","3772","POINT(-91.55 14.76)",,,"1111"
"Santiago",,"Galápagos","Shield volcano","-0.22","-90.77","920","POINT(-90.77 -0.22)",,,"1112"
"Santiago, Cerro",,"Guatemala","Volcanic field","14.33","-89.87","1192","POINT(-89.87 14.33)",,,"1113"
"Santo Tomas",,"Luzon-Philippines","Stratovolcano","16.33","120.55","2260","POINT(120.55 16.33)",,,"1114"
"Santorini",,"Greece","Shield volcanoes","36.4","25.4","367","POINT(25.4 36.4)",,,"1115"
"Sao Tome",,"Africa-W","Shield volcano","0.2","6.58","2024","POINT(6.58 0.2)",,,"1116"
"Sao Vicente",,"Cape Verde Is","Stratovolcano","16.85","-24.97","725","POINT(-24.97 16.85)",,,"1117"
"Sara Sara",,"Perú","Stratovolcano","-15.33","-73.45","5522","POINT(-73.45 -15.33)",,,"1118"
"Sarigan",,"Mariana Is-C Pacific","Stratovolcano","16.71","145.78","538","POINT(145.78 16.71)",,,"1119"
"Sarychev Peak",,"Kuril Is","Stratovolcano","48.09","153.2","1496","POINT(153.2 48.09)",,,"1120"
"Satah Mountain",,"Canada","Volcanic field","52.47","-124.7","1921","POINT(-124.7 52.47)",,,"1121"
"Savai'i",,"Samoa-SW Pacific","Shield volcano","-13.61","-172.53","1858","POINT(-172.53 -13.61)",,,"1122"
"Savo",,"Solomon Is-SW Pacific","Stratovolcano","-9.13","159.82","485","POINT(159.82 -9.13)",,,"1123"
"Sawâd, Harra es-",,"Arabia-S","Volcanic field","13.58","46.12","1737","POINT(46.12 13.58)",,,"1124"
"Schmidt",,"Kamchatka","Shield volcano","54.92","160.63","2020","POINT(160.63 54.92)",,,"1125"
"Seal Nunataks Group",,"Antarctica","Pyroclastic cones","-65.03","-60.05","368","POINT(-60.05 -65.03)",,,"1126"
"Seamount X",,"Mariana Is-C Pacific","Submarine volcano","13.25","144.02","-1230","POINT(144.02 13.25)",,,"1127"
"Sedankinsky",,"Kamchatka","Shield volcano","57.27","160.08","1241","POINT(160.08 57.27)",,,"1128"
"Segererua Plateau",,"Africa-E","Pyroclastic cones","1.57","37.9","699","POINT(37.9 1.57)",,,"1129"
"Seguam",,"Aleutian Is","Stratovolcanoes","52.32","-172.51","1054","POINT(-172.51 52.32)",,,"1130"
"Segula",,"Aleutian Is","Stratovolcano","52.02","178.14","1160","POINT(178.14 52.02)",,,"1131"
"Sekincau Belirang",,"Sumatra","Calderas","-5.12","104.32","1719","POINT(104.32 -5.12)",,,"1132"
"Semeru",,"Java","Stratovolcano","-8.11","112.92","3676","POINT(112.92 -8.11)",,,"1133"
"Semisopochnoi",,"Aleutian Is","Stratovolcano","51.93","179.58","1221","POINT(179.58 51.93)",,,"1134"
"Sempu",,"Sulawesi-Indonesia","Caldera","1.13","124.76","1549","POINT(124.76 1.13)",,,"1135"
"Serdán-Oriental",,"México","Tuff cones","19.27","-97.47","3485","POINT(-97.47 19.27)",,,"1136"
"Sergief",,"Aleutian Is","Stratovolcano","52.05","-174.95","560","POINT(-174.95 52.05)",,,"1137"
"Serua",,"Banda Sea","Stratovolcano","-6.3","130","641","POINT(130 -6.3)",,,"1138"
"Sessagara",,"New Guinea","Pyroclastic cones","-9.48","149.13","370","POINT(149.13 -9.48)",,,"1139"
"Sete Cidades",,"Azores","Stratovolcano","37.87","-25.78","856","POINT(-25.78 37.87)",,,"1140"
"Seulawah Agam",,"Sumatra","Stratovolcano","5.45","95.66","1810","POINT(95.66 5.45)",,,"1141"
"Severny",,"Kamchatka","Shield volcano","58.28","160.87","1936","POINT(160.87 58.28)",,,"1142"
"Sharat Kovakab",,"Syria","Volcanic field","36.53","40.85","534","POINT(40.85 36.53)",,,"1143"
"Shasta",,"US-California","Stratovolcano","41.41","-122.19","4317","POINT(-122.19 41.41)",,,"1144"
"Shiga",,"Honshu-Japan","Shield volcanoes","36.69","138.52","2041","POINT(138.52 36.69)",,,"1145"
"Shikaribetsu Group",,"Hokkaido-Japan","Lava domes","43.31","143.1","1401","POINT(143.1 43.31)",,,"1146"
"Shikotsu",,"Hokkaido-Japan","Caldera","42.69","141.38","1320","POINT(141.38 42.69)",,,"1147"
"Shiretoko-Iwo-zan",,"Hokkaido-Japan","Stratovolcano","44.13","145.17","1563","POINT(145.17 44.13)",,,"1148"
"Shiribetsu",,"Hokkaido-Japan","Stratovolcano","42.77","140.92","1107","POINT(140.92 42.77)",,,"1149"
"Shirinki",,"Kuril Is","Stratovolcano","50.2","154.98","761","POINT(154.98 50.2)",,,"1150"
"Shishaldin",,"Aleutian Is","Stratovolcano","54.76","-163.97","2857","POINT(-163.97 54.76)",,,"1151"
"Shisheika",,"Kamchatka","Lava dome","57.15","161.08","379","POINT(161.08 57.15)",,,"1152"
"Shishel",,"Kamchatka","Shield volcano","57.45","160.37","2525","POINT(160.37 57.45)",,,"1153"
"Shiveluch",,"Kamchatka","Stratovolcano","56.65","161.36","3283","POINT(161.36 56.65)",,,"1154"
"Tendürek Dagi",,"Turkey","Shield volcano","39.37","43.87","3584","POINT(43.87 39.37)",,,"1155"
"Shoshone Lava Field",,"US-Idaho","Shield volcano","43.18","-114.35","1478","POINT(-114.35 43.18)",,,"1156"
"Sibayak",,"Sumatra","Stratovolcanoes","3.23","98.52","2212","POINT(98.52 3.23)",,,"1157"
"Sibualbuali",,"Sumatra","Stratovolcano","1.56","99.26","1819","POINT(99.26 1.56)",,,"1158"
"Silali",,"Africa-E","Shield volcano","1.15","36.23","1528","POINT(36.23 1.15)",,,"1159"
"Silay",,"Philippines-C","Stratovolcano","10.77","123.23","1510","POINT(123.23 10.77)",,,"1160"
"Silver Lake",,"US-California","Cinder cones","40.73","-121.84","1535","POINT(-121.84 40.73)",,,"1161"
"Silverthrone",,"Canada","Caldera","51.43","-126.3","3160","POINT(-126.3 51.43)",,,"1162"
"Simbo",,"Solomon Is-SW Pacific","Stratovolcanoes","-8.29","156.52","335","POINT(156.52 -8.29)",,,"1163"
"Sinabung",,"Sumatra","Stratovolcano","3.17","98.39","2460","POINT(98.39 3.17)",,,"1164"
"Sinarka",,"Kuril Is","Stratovolcano","48.88","154.18","934","POINT(154.18 48.88)",,,"1165"
"Singu Plateau",,"SE Asia","Fissure vents","22.7","95.98","507","POINT(95.98 22.7)",,,"1166"
"Singüil, Cerro",,"El Salvador","Cinder cones","14.05","-89.65","957","POINT(-89.65 14.05)",,,"1167"
"Siple",,"Antarctica","Shield volcano","-73.43","-126.67","3110","POINT(-126.67 -73.43)",,,"1168"
"Sirung",,"Lesser Sunda Is","Complex volcano","-8.51","124.13","862","POINT(124.13 -8.51)",,,"1169"
"Sisters",,"US-Oregon","Complex volcano","44.1","121.75","3158","POINT(121.75 44.1)",,,"1170"
"Slamet",,"Java","Stratovolcano","-7.24","109.21","3428","POINT(109.21 -7.24)",,,"1171"
"Smirnov",,"Kuril Is","Stratovolcano","44.42","146.14","1189","POINT(146.14 44.42)",,,"1172"
"Smith Rock",,"Izu Is-Japan","Submarine volcano","31.44","140.05","136","POINT(140.05 31.44)",,,"1173"
"Snaefellsjökull",,"Iceland-W","Stratovolcano","64.8","-23.78","1448","POINT(-23.78 64.8)",,,"1174"
"Snegovoy",,"Kamchatka","Shield volcano","58.2","160.97","2169","POINT(160.97 58.2)",,,"1175"
"Snezhniy",,"Kamchatka","Shield volcano","58.02","160.8","2169","POINT(160.8 58.02)",,,"1176"
"Snowy Mountain",,"Alaska Peninsula","Stratovolcanoes","58.34","-154.68","2162","POINT(-154.68 58.34)",,,"1177"
"Soche",,"Ecuador","Stratovolcano","0.55","-77.58","3955","POINT(-77.58 0.55)",,,"1178"
"Socompa",,"Chile-N","Stratovolcano","-24.4","-68.25","6051","POINT(-68.25 -24.4)",,,"1179"
"Socorro",,"México-Is","Shield volcano","18.78","-110.95","1050","POINT(-110.95 18.78)",,,"1180"
"Soda Lakes",,"US-Nevada","Maars","39.53","-118.87","1251","POINT(-118.87 39.53)",,,"1181"
"Sodore",,"Ethiopia","Pyroclastic cones","8.43","39.35","1765","POINT(39.35 8.43)",,,"1182"
"Sofugan",,"Izu Is-Japan","Stratovolcano","29.79","140.35","99","POINT(140.35 29.79)",,,"1183"
"Sollipulli",,"Chile-C","Caldera","-38.97","-71.52","2282","POINT(-71.52 -38.97)",,,"1184"
"Solo, El",,"Chile-N","Stratovolcano","-27.11","-68.72","6190","POINT(-68.72 -27.11)",,,"1185"
"Soputan",,"Sulawesi-Indonesia","Stratovolcano","1.11","124.73","1784","POINT(124.73 1.11)",,,"1186"
"Sorikmarapi",,"Sumatra","Stratovolcano","0.69","99.54","2145","POINT(99.54 0.69)",,,"1187"
"Sork Ale",,"Ethiopia","Stratovolcano","13.18","41.73","1611","POINT(41.73 13.18)",,,"1188"
"Sotará",,"Colombia","Stratovolcano","2.11","-76.59","4400","POINT(-76.59 2.11)",,,"1189"
"Soufrière Guadeloupe",,"W Indies","Stratovolcano","16.05","-61.67","1467","POINT(-61.67 16.05)",,,"1190"
"Soufrière Hills",,"W Indies","Stratovolcano","16.72","-62.18","915","POINT(-62.18 16.72)",,,"1191"
"Soufrière St. Vincent",,"W Indies","Stratovolcano","13.33","-61.18","1220","POINT(-61.18 13.33)",,,"1192"
"South Island",,"Africa-E","Stratovolcano","2.63","36.6","800","POINT(36.6 2.63)",,,"1193"
"South Sister",,"US-Oregon","Complex volcano","44.1","-121.77","3157","POINT(-121.77 44.1)",,,"1194"
"Southern EPR-Segment I",,"Pacific-E","Submarine volcano","-18.53","-113.42","-2600","POINT(-113.42 -18.53)",,,"1195"
"Southern EPR-Segment J",,"Pacific-E","Submarine volcano","-18.18","-113.35","-2650","POINT(-113.35 -18.18)",,,"1196"
"Southern EPR-Segment K",,"Pacific-E","Submarine volcano","-17.44","-113.21","-2566","POINT(-113.21 -17.44)",,,"1197"
"SP Mountain",,"US-Arizona","Cinder Cone","35.6","-111.6","2141","POINT(-111.6 35.6)",,,"1198"
"Spectrum Range",,"Canada","Shield volcano","57.43","-130.68","2430","POINT(-130.68 57.43)",,,"1199"
"Spokoiny",,"Kamchatka","Stratovolcano","58.13","160.82","2171","POINT(160.82 58.13)",,,"1200"
"Spurr",,"Alaska-SW","Stratovolcano","61.3","-152.25","3374","POINT(-152.25 61.3)",,,"1201"
"Squaw Ridge Lava Field",,"US-Oregon","Volcanic field","43.47","-120.75","1711","POINT(-120.75 43.47)",,,"1202"
"Srednii",,"Kuril Is","Submarine volcano","47.6","152.92","36","POINT(152.92 47.6)",,,"1203"
"St. Andrew Strait",,"Admiralty Is-SW Pacific","Complex volcano","-2.38","147.35","270","POINT(147.35 -2.38)",,,"1204"
"St. Catherine",,"W Indies","Stratovolcano","12.15","-61.67","840","POINT(-61.67 12.15)",,,"1205"
"St. Helens",,"US-Washington","Stratovolcano","46.2","-122.18","2549","POINT(-122.18 46.2)",,,"1206"
"St. Michael",,"Alaska-W","Shield volcanoes","63.45","-162.12","715","POINT(-162.12 63.45)",,,"1207"
"St. Paul",,"Indian O.-S","Stratovolcano","-38.72","77.53","268","POINT(77.53 -38.72)",,,"1208"
"St. Paul Island",,"Alaska-W","Shield volcano","57.18","-170.3","203","POINT(-170.3 57.18)",,,"1209"
"Steller",,"Alaska Peninsula","Stratovolcano","58.43","-154.4","2272","POINT(-154.4 58.43)",,,"1210"
"Stepovak",,"Alaska Peninsula","Cinder cones","55.93","-160","1555","POINT(-160 55.93)",,,"1211"
"Stromboli",,"Italy","Stratovolcano","38.79","15.21","924","POINT(15.21 38.79)",,,"1212"
"Sturge Island",,"Antarctica","Stratovolcano","-67.4","164.83","1167","POINT(164.83 -67.4)",,,"1213"
